"Statistic Label","Month","Type of Residential Property","UNIT","VALUE"
"Percentage Change over 1 month for Residential Property Price Index","2021 June","National excluding Dublin - apartments","%","0.5"
"Percentage Change over 1 month for Residential Property Price Index","2021 June","Border excluding Louth - houses","%","1.7"
"Percentage Change over 1 month for Residential Property Price Index","2021 June","Midland - houses","%","2.3"
"Percentage Change over 1 month for Residential Property Price Index","2021 June","West - houses","%","-0.3"
"Percentage Change over 1 month for Residential Property Price Index","2021 June","Mid-East including Louth - houses","%","1.1"
"Percentage Change over 1 month for Residential Property Price Index","2021 June","Mid-West including South Tipperary - houses","%","0.7"
"Percentage Change over 1 month for Residential Property Price Index","2021 June","South-East excluding South Tipperary - houses","%","2.4"
"Percentage Change over 1 month for Residential Property Price Index","2021 June","South-West - houses","%","3.3"
"Percentage Change over 1 month for Residential Property Price Index","2021 July","National - all residential properties","%","1.7"
"Percentage Change over 1 month for Residential Property Price Index","2021 July","National - houses","%","1.7"
"Percentage Change over 1 month for Residential Property Price Index","2021 July","National - apartments","%","1.7"
"Percentage Change over 1 month for Residential Property Price Index","2021 July","Dublin - all residential properties","%","1.5"
"Percentage Change over 1 month for Residential Property Price Index","2021 July","Dublin - houses","%","1.5"
"Percentage Change over 1 month for Residential Property Price Index","2021 July","Dublin - apartments","%","1.7"
"Percentage Change over 1 month for Residential Property Price Index","2021 July","Dublin City - houses","%","1.3"
"Percentage Change over 1 month for Residential Property Price Index","2021 July","Dun Laoghaire-Rathdown - houses","%","1.4"
"Percentage Change over 1 month for Residential Property Price Index","2021 July","Fingal - houses","%","1.1"
"Percentage Change over 1 month for Residential Property Price Index","2021 July","South Dublin - houses","%","2.3"
"Percentage Change over 1 month for Residential Property Price Index","2021 July","National excluding Dublin - all residential properties","%","1.9"
"Percentage Change over 1 month for Residential Property Price Index","2021 July","National excluding Dublin - houses","%","1.9"
"Percentage Change over 1 month for Residential Property Price Index","2021 July","National excluding Dublin - apartments","%","1.7"
"Percentage Change over 1 month for Residential Property Price Index","2021 July","Border excluding Louth - houses","%","2.5"
"Percentage Change over 1 month for Residential Property Price Index","2021 July","Midland - houses","%","1.7"
"Percentage Change over 1 month for Residential Property Price Index","2021 July","West - houses","%","2.2"
"Percentage Change over 1 month for Residential Property Price Index","2021 July","Mid-East including Louth - houses","%","1.4"
"Percentage Change over 1 month for Residential Property Price Index","2021 July","Mid-West including South Tipperary - houses","%","2.4"
"Percentage Change over 1 month for Residential Property Price Index","2021 July","South-East excluding South Tipperary - houses","%","2.1"
"Percentage Change over 1 month for Residential Property Price Index","2021 July","South-West - houses","%","1.9"
"Percentage Change over 1 month for Residential Property Price Index","2021 August","National - all residential properties","%","2.2"
"Percentage Change over 1 month for Residential Property Price Index","2021 August","National - houses","%","2.3"
"Percentage Change over 1 month for Residential Property Price Index","2021 August","National - apartments","%","1.5"
"Percentage Change over 1 month for Residential Property Price Index","2021 August","Dublin - all residential properties","%","2.1"
"Percentage Change over 1 month for Residential Property Price Index","2021 August","Dublin - houses","%","2.2"
"Percentage Change over 1 month for Residential Property Price Index","2021 August","Dublin - apartments","%","1.7"
"Percentage Change over 1 month for Residential Property Price Index","2021 August","Dublin City - houses","%","2"
"Percentage Change over 1 month for Residential Property Price Index","2021 August","Dun Laoghaire-Rathdown - houses","%","2.2"
"Percentage Change over 1 month for Residential Property Price Index","2021 August","Fingal - houses","%","2.8"
"Percentage Change over 1 month for Residential Property Price Index","2021 August","South Dublin - houses","%","1.6"
"Percentage Change over 1 month for Residential Property Price Index","2021 August","National excluding Dublin - all residential properties","%","2.4"
"Percentage Change over 1 month for Residential Property Price Index","2021 August","National excluding Dublin - houses","%","2.4"
"Percentage Change over 1 month for Residential Property Price Index","2021 August","National excluding Dublin - apartments","%","1.1"
"Percentage Change over 1 month for Residential Property Price Index","2021 August","Border excluding Louth - houses","%","2.9"
"Percentage Change over 1 month for Residential Property Price Index","2021 August","Midland - houses","%","2.1"
"Percentage Change over 1 month for Residential Property Price Index","2021 August","West - houses","%","2"
"Percentage Change over 1 month for Residential Property Price Index","2021 August","Mid-East including Louth - houses","%","1.9"
"Percentage Change over 1 month for Residential Property Price Index","2021 August","Mid-West including South Tipperary - houses","%","1.6"
"Percentage Change over 1 month for Residential Property Price Index","2021 August","South-East excluding South Tipperary - houses","%","4.4"
"Percentage Change over 1 month for Residential Property Price Index","2021 August","South-West - houses","%","2.8"
"Percentage Change over 1 month for Residential Property Price Index","2021 September","National - all residential properties","%","1.6"
"Percentage Change over 1 month for Residential Property Price Index","2021 September","National - houses","%","1.6"
"Percentage Change over 1 month for Residential Property Price Index","2021 September","National - apartments","%","1.4"
"Percentage Change over 1 month for Residential Property Price Index","2021 September","Dublin - all residential properties","%","1.3"
"Percentage Change over 1 month for Residential Property Price Index","2021 September","Dublin - houses","%","1.3"
"Percentage Change over 1 month for Residential Property Price Index","2021 September","Dublin - apartments","%","1.5"
"Percentage Change over 1 month for Residential Property Price Index","2021 September","Dublin City - houses","%","1.7"
